,no,0:pixels,1:point-x,2:point-y,3:0x,4:x1,5:y0,6:y1,7:width,8:height,9:inv-oblate,10:S-length,11:L-length1,12:oblate,13:round,14:ellipsity,15:filling-ratio,16:outer-pixels,17:thickness,18:slenderness,19:wrap-count,20:outer-area,21:deg0,22:deg1,23:average,24:min-v,25:max-v,26:contrast1,27:ex-average,28:contrast2,29:contrast3,30:angle-angle,31:angle-centerX,32:angle-centerY,33:angle-radius,34:bestfit-maxdist,35:bestfit-mindist,36:bestfit-meandist,37:bestfit-rmsedist,38:line-angle,39:line-arc-angle,40:line-arc-centerX,41:line-arc-centerY,42:line-arc-radius,43:line-chord-length,44:line-endX,45:line-endY,46:line-endXY,47:line-length,48:line-positionX,49:line-positionXY,50:line-positionY,51:line-startX,52:line-startXY,53:line-startY,54:object-class,55:object-classname,56:object-parent,57:point-intensity,58:point-locationX,59:point-locationXY,60:point-locationY,61:region-area,62:axis-major,63:axis-minor,64:region-centerX,65:region-centerXY,66:region-centerY,67:region-direction,68:region-intensity,69:region-area-percent,70:region-perimeter
61,62,45,236,23,232,240,20,27,9,8,14285,7,10,7000,5730,9095,6250,50,23,11,14,9,56,124,212,205,229,24,199,13,6,167.35497383053595,236,23,20.312415215972436,10,7,8.5,8.366600265340756,41.18592516570965,41.18592516570965,236,23,1.7761423749153966,0,240,27,133.5,10.63014581273465,236.0,129.75,23.5,232,126.0,20,1,1,1,212,236.0,129.75,23.5,45,124,56,236,129.5,23,124,1,1,1
62,63,154,305,13,291,313,2,24,23,23,14736,19,28,6785,2501,3922,2911,182,21,43,19,8,45,124,221,215,249,34,208,13,7,170.28144820236497,305,13,82.97703397658246,28,19,23.5,23.065125189341593,45.0,45.0,305,13,5.23432738725005,0,313,24,168.5,31.11269837220809,302.0,157.5,13.0,291,146.5,2,1,1,1,221,302.0,157.5,13.0,154,124,45,305,159.0,13,124,1,1,1
63,64,61,733,24,725,740,21,29,16,9,20000,8,16,5000,3034,6068,4236,78,20,20,16,7,79,90,221,215,237,22,206,15,9,178.00052212516627,733,24,125.69252253233894,16,8,12.0,11.313708498984761,28.072486935852957,28.072486935852957,733,24,2.8577215020600257,0,740,29,384.5,17.0,732.5,378.75,25.0,725,373.0,21,1,1,1,221,732.5,378.75,25.0,61,90,79,733,378.5,24,90,1,1,1
64,65,44,1059,21,1056,1065,15,25,10,11,13750,8,11,7272,4630,7003,4000,48,23,10,12,9,135,68,219,215,229,14,208,11,7,1.2617679259220294,1059,21,119.34097555898002,11,8,9.5,9.38083151964686,48.01278750418334,48.01278750418334,1059,21,2.3198844139045582,0,1065,25,545.0,13.45362404707371,1060.5,540.25,20.0,1056,535.5,15,1,1,1,219,1060.5,540.25,20.0,44,68,135,1059,540.0,21,68,1,1,1
65,66,83,669,16,662,678,10,23,17,14,15000,12,18,6666,3262,5504,3487,104,20,26,17,7,124,23,219,215,231,16,207,12,8,0.45873120507047666,669,16,203.5069461441401,18,12,15.0,14.696938456699069,39.0938588862295,39.0938588862295,669,16,3.4368831180473776,0,678,23,350.5,20.615528128088304,670.0,343.25,16.5,662,336.0,10,1,1,1,219,670.0,343.25,16.5,83,23,124,669,342.5,16,23,1,1,1
66,67,79,1500,20,1492,1506,11,29,15,19,18181,11,20,5500,2515,4813,2771,100,20,25,16,7,135,56,221,215,234,19,208,13,7,0.6514944738408606,1500,20,291.0048831365656,20,11,15.5,14.832396974191326,52.1250163489018,52.1250163489018,1500,20,3.8097080675307105,0,1506,29,767.5,22.80350850198276,1499.0,759.5,20.0,1492,751.5,11,1,1,1,221,1499.0,759.5,20.0,79,56,135,1500,760.0,20,56,1,1,1
67,68,36,585,26,582,588,22,32,7,11,15714,7,11,6363,3788,5953,4675,52,18,14,14,6,0,79,220,215,230,15,209,11,6,179.6242953553432,585,26,225.83661198661343,11,7,9.0,8.774964387392123,59.03624346792648,59.03624346792648,585,26,1.9513673220832282,0,588,32,310.0,11.661903789690601,585.0,306.0,27.0,582,302.0,22,1,1,1,220,585.0,306.0,27.0,36,79,0,585,305.5,26,79,1,1,1
68,69,39,145,26,140,152,24,29,13,6,21666,6,13,4615,2938,6897,5000,44,22,10,11,8,79,90,232,225,247,22,215,17,10,1.123302714075637,145,26,90.33660099314245,13,6,9.5,8.831760866327848,22.619864948040426,22.619864948040426,145,26,2.1668229854997354,0,152,29,90.5,13.0,146.0,86.25,26.5,140,82.0,24,1,1,1,232,146.0,86.25,26.5,39,90,79,145,85.5,26,90,1,1,1
69,70,85,247,24,240,254,18,31,15,14,11538,13,15,8666,4810,6404,4047,98,22,22,17,8,23,90,211,205,227,22,199,12,6,179.03629514477097,247,24,196.5039640372884,15,13,14.0,13.96424004376894,42.87890360333855,42.87890360333855,247,24,3.1865065656507583,0,254,31,142.5,19.1049731745428,247.0,135.75,24.5,240,129.0,18,1,1,1,211,247.0,135.75,24.5,85,90,23,247,135.5,24,90,1,1,1
70,71,62,1324,21,1319,1330,16,28,12,13,11818,11,13,8461,4671,5980,3974,86,19,23,17,7,11,56,214,205,237,32,194,20,11,1.0592773762846757,1324,21,218.6762272892898,13,11,12.0,11.958260743101398,47.48955292199916,47.48955292199916,1324,21,2.715102044859727,0,1330,28,679.0,16.278820596099706,1324.5,673.25,22.0,1319,667.5,16,1,1,1,214,1324.5,673.25,22.0,62,56,11,1324,672.5,21,56,1,1,1
71,72,38,1089,26,1083,1094,23,30,12,8,17142,7,12,5833,3360,6284,3958,60,17,18,15,6,101,90,222,215,239,24,208,14,7,3.2642837240184766,1089,26,53.18445663793242,12,7,9.5,9.16515138991168,32.47119229084849,32.47119229084849,1089,26,2.1852213616553695,0,1094,30,562.0,13.038404810405298,1088.5,557.5,26.5,1083,553.0,23,1,1,1,222,1088.5,557.5,26.5,38,90,101,1089,557.5,26,90,1,1,1
72,73,69,1173,29,1167,1180,25,34,14,10,20000,8,16,5000,3432,7321,4928,62,27,11,12,11,113,23,214,205,239,34,199,15,6,177.49987264941976,1173,29,35.00958709136889,16,8,12.0,11.313708498984761,34.69515353123397,34.69515353123397,1173,29,2.635571302995101,0,1180,34,607.0,15.811388300841896,1173.5,601.5,29.5,1167,596.0,25,1,1,1,214,1173.5,601.5,29.5,69,23,113,1173,601.0,29,23,1,1,1
73,74,34,1299,28,1297,1302,24,33,6,10,20000,5,10,5000,4329,8658,5666,36,23,8,12,9,11,90,211,205,224,19,198,13,7,0.6476332152269441,1299,28,169.50150311370308,10,5,7.5,7.0710678118654755,60.94539590092286,60.94539590092286,1299,28,1.71718130830748,0,1302,33,667.5,10.295630140987,1299.5,664.0,28.5,1297,660.5,24,1,1,1,211,1299.5,664.0,28.5,34,90,11,1299,663.5,28,90,1,1,1
74,75,110,408,25,398,417,17,30,20,14,15384,13,20,6500,3501,5670,3928,94,28,17,14,11,101,90,223,215,246,31,207,16,8,0.08057177713162451,408,25,218.33497062220633,20,13,16.5,16.1245154965971,34.38034472384487,34.38034472384487,408,25,3.8503131026421165,0,417,30,223.5,23.021728866442675,407.5,215.5,23.5,398,207.5,17,1,1,1,223,407.5,215.5,23.5,110,90,101,408,216.5,25,90,1,1,1
75,76,156,827,27,819,837,19,37,19,19,17857,14,25,5600,3178,5911,4321,166,23,36,21,9,124,45,212,205,237,32,199,13,6,179.29136896744345,827,27,99.00508093988007,25,14,19.5,18.708286933869708,45.0,45.0,827,27,4.242640687119285,0,837,37,437.0,25.45584412271571,828.0,428.0,28.0,819,419.0,19,1,1,1,212,828.0,428.0,28.0,156,45,124,827,427.0,27,45,1,1,1
76,77,67,1002,30,997,1008,25,36,12,12,15000,8,12,6666,5924,9694,4652,62,26,12,15,10,135,90,220,215,231,16,209,11,6,175.36566005646947,1002,30,68.41732486385189,12,8,10.0,9.797958971132712,45.0,45.0,1002,30,2.592724864350674,0,1008,36,522.0,15.556349186104045,1002.5,516.5,30.5,997,511.0,25,1,1,1,220,1002.5,516.5,30.5,67,90,135,1002,516.0,30,90,1,1,1
77,78,421,1237,15,1221,1255,1,39,35,39,12812,32,41,7804,3189,4295,3084,356,28,64,24,11,169,113,211,205,233,28,200,11,5,173.81900748005899,1237,15,92.1312057421075,41,32,36.5,36.22154055254967,48.179830119864235,48.179830119864235,1237,15,8.543381937578216,0,1255,39,647.0,50.99019513592785,1238.0,629.0,20.0,1221,611.0,1,1,1,1,211,1238.0,629.0,20.0,421,113,169,1237,626.0,15,113,1,1,1
78,79,41,1554,29,1551,1558,25,34,8,10,14285,7,10,7000,5220,8286,5125,46,22,10,13,8,11,68,210,205,224,19,200,10,5,2.5287697396347304,1554,29,56.21816627771877,10,7,8.5,8.366600265340756,52.1250163489018,52.1250163489018,1554,29,1.900520706238808,0,1558,34,796.0,11.40175425099138,1554.5,792.0,29.5,1551,788.0,25,1,1,1,210,1554.5,792.0,29.5,41,68,11,1554,791.5,29,68,1,1,1
79,80,64,1534,29,1529,1543,24,33,15,10,18888,9,17,5294,2820,5659,4266,70,23,15,13,9,101,34,213,205,231,26,197,16,8,0.25464623227100114,1534,29,40.83370370187473,17,9,13.0,12.36931687685298,32.7352262721076,32.7352262721076,1534,29,2.81998760227693,0,1543,33,788.0,16.64331697709324,1536.0,782.25,28.5,1529,776.5,24,1,1,1,213,1536.0,782.25,28.5,64,34,101,1534,781.5,29,34,1,1,1
80,81,46,1759,30,1754,1764,27,34,11,8,15714,7,11,6363,4840,8367,5227,46,25,9,12,10,68,90,215,205,229,24,198,17,7,0.09325009715027165,1759,30,274.1679760004816,11,7,9.0,8.774964387392123,34.99202019855866,34.99202019855866,1759,30,2.039012688713025,0,1764,34,899.0,12.206555615733702,1759.0,894.75,30.5,1754,890.5,27,1,1,1,215,1759.0,894.75,30.5,46,90,68,1759,894.5,30,90,1,1,1
81,82,147,339,26,328,354,20,32,27,13,24545,11,27,4074,2567,6302,4188,142,25,28,18,10,101,90,219,215,240,25,211,8,4,0.3411855316010746,339,26,274.6690675921215,27,11,19.0,17.233687939614086,24.77514056883192,24.77514056883192,339,26,4.780909751257529,0,354,32,193.0,28.635642126552707,341.0,183.5,26.0,328,174.0,20,1,1,1,219,341.0,183.5,26.0,147,90,101,339,182.5,26,90,1,1,1
82,83,35,567,28,563,570,25,32,8,8,13333,6,8,7500,6963,9284,5468,38,23,8,13,9,45,90,220,215,230,15,209,11,6,179.49741833327872,567,28,54.50146196018136,8,6,7.0,6.928203230275509,45.0,45.0,567,28,1.6666666666666667,0,570,32,301.0,9.899494936611665,566.5,297.5,28.5,563,294.0,25,1,1,1,220,566.5,297.5,28.5,35,90,45,567,297.5,28,90,1,1,1
83,84,35,666,28,662,670,25,33,9,9,14285,7,10,7000,4456,6366,4320,54,17,16,15,6,56,135,220,215,235,20,207,13,8,0.0,666,28,36.5,10,7,8.5,8.366600265340756,45.0,45.0,666,28,1.900520706238808,0,670,33,351.5,11.313708498984761,666.0,347.5,29.0,662,343.5,25,1,1,1,220,666.0,347.5,29.0,35,135,56,666,347.0,28,135,1,1,1
84,85,117,546,28,538,553,19,37,16,19,14615,13,19,6842,4127,6031,3848,100,28,18,15,11,23,68,212,205,239,34,197,15,8,0.3580939593233968,546,28,153.3359374745692,19,13,16.0,15.716233645501712,50.19442890773481,50.19442890773481,546,28,3.9072248049639455,0,553,37,295.0,23.430749027719962,545.5,286.75,28.0,538,278.5,19,1,1,1,212,545.5,286.75,28.0,117,68,23,546,287.0,28,68,1,1,1
85,86,49,1346,33,1341,1350,29,38,10,10,12222,9,11,8181,5156,6932,4900,50,24,10,12,9,124,23,221,215,237,22,207,14,8,0.12472421461962352,1346,33,252.00681754958077,11,9,10.0,9.9498743710662,45.0,45.0,1346,33,2.1343747458109497,0,1350,38,694.0,12.727922061357855,1345.5,689.5,33.5,1341,685.0,29,1,1,1,221,1345.5,689.5,33.5,49,23,124,1346,689.5,33,23,1,1,1
86,87,110,634,27,625,643,20,35,19,16,17272,11,19,5789,3880,7074,3618,130,21,31,21,8,56,90,223,215,247,32,207,16,8,0.790211846114035,634,27,178.68569306128836,19,11,15.0,14.45683229480096,39.80557109226519,39.80557109226519,634,27,3.9072248049639455,0,643,35,339.0,23.430749027719962,634.0,330.75,27.5,625,322.5,20,1,1,1,223,634.0,330.75,27.5,110,90,56,634,330.5,27,90,1,1,1
87,88,54,994,35,991,999,31,39,9,9,12500,8,10,8000,6875,9549,6666,48,27,9,13,11,101,34,225,215,238,23,207,18,8,1.057363110712781,994,35,192.8490873451351,10,8,9.0,8.94427190999916,45.0,45.0,994,35,1.900520706238808,0,999,39,519.0,11.313708498984761,995.0,515.0,35.0,991,511.0,31,1,1,1,225,995.0,515.0,35.0,54,34,101,994,514.5,35,34,1,1,1
88,89,79,197,32,188,205,28,37,18,10,20000,9,18,5000,3105,6209,4388,84,23,18,15,9,79,90,220,215,239,24,209,11,6,1.0557207790405878,197,32,246.51315933266903,18,9,13.5,12.727922061357855,27.89727103094763,27.89727103094763,197,32,3.2138064889754516,0,205,37,121.0,19.235384061671343,196.5,114.5,32.5,188,108.0,28,1,1,1,220,196.5,114.5,32.5,79,90,79,197,114.5,32,90,1,1,1
89,90,391,879,22,863,892,6,38,30,33,11333,30,34,8823,4307,5029,3949,290,31,47,22,13,0,68,222,215,241,26,209,13,6,177.44158812864808,879,22,180.37554489351317,34,30,32.0,31.937438845342623,47.81555668421123,47.81555668421123,879,22,7.207157521009638,0,892,38,465.0,43.18564576337837,877.5,449.75,22.0,863,434.5,6,1,1,1,222,877.5,449.75,22.0,391,68,0,879,450.5,22,68,1,1,1
90,91,86,1279,34,1273,1286,30,39,14,10,14000,10,14,7142,5587,8423,6142,76,27,14,15,11,68,90,221,215,247,32,207,14,8,1.6586749195824297,1279,34,226.69674672523445,14,10,12.0,11.832159566199232,34.69515353123397,34.69515353123397,1279,34,2.635571302995101,0,1286,39,662.5,15.811388300841896,1279.5,657.0,34.5,1273,651.5,30,1,1,1,221,1279.5,657.0,34.5,86,90,68,1279,656.5,34,90,1,1,1
91,92,32,319,33,316,323,29,37,8,9,12857,7,9,7777,5030,7276,4444,44,19,12,13,7,124,56,219,215,229,14,211,8,4,0.3568063279158264,319,33,352.83601303413815,9,7,8.0,7.937253933193772,48.81407483429036,48.81407483429036,319,33,1.7761423749153966,0,323,37,180.0,10.63014581273465,319.5,176.25,33.0,316,172.5,29,1,1,1,219,319.5,176.25,33.0,32,56,124,319,176.0,33,56,1,1,1
92,93,108,1476,27,1470,1483,21,37,14,17,14615,13,19,6842,3809,6611,4537,140,20,35,21,7,169,113,211,205,233,28,200,11,5,176.5521603408879,1476,27,211.03009501362567,19,13,16.0,15.716233645501712,50.906141113770495,50.906141113770495,1476,27,3.448639498328712,0,1483,37,760.0,20.615528128088304,1476.5,752.75,29.0,1470,745.5,21,1,1,1,211,1476.5,752.75,29.0,108,113,169,1476,751.5,27,113,1,1,1
93,94,83,1585,33,1579,1593,23,40,15,18,19000,10,19,5263,2927,5562,3074,96,22,22,16,8,146,56,213,205,232,27,198,15,7,171.4934585438771,1585,33,28.907607905011627,19,10,14.5,13.784048752090222,50.527540151656176,50.527540151656176,1585,33,3.7153416004042086,0,1593,40,816.5,22.02271554554524,1586.0,808.75,31.5,1579,801.0,23,1,1,1,213,1586.0,808.75,31.5,83,56,146,1585,809.0,33,56,1,1,1
94,95,127,1649,27,1643,1655,16,41,13,26,21666,12,26,4615,2392,5390,3757,150,21,36,19,8,11,68,209,205,225,20,200,9,5,167.73294783812017,1649,27,16.25369583285702,26,12,19.0,17.663521732655695,64.35899417569472,64.35899417569472,1649,27,4.626918382978247,0,1655,41,848.0,27.730849247724095,1649.0,838.75,28.5,1643,829.5,16,1,1,1,209,1649.0,838.75,28.5,127,68,11,1649,838.0,27,68,1,1,1
95,96,65,1682,31,1676,1691,22,37,16,16,11428,14,16,8750,3233,3941,2539,90,19,24,15,7,11,90,212,205,244,39,199,13,6,159.5930396001795,1682,31,9.825243423592367,16,14,15.0,14.966629547095765,45.0,45.0,1682,31,3.6055512754639896,0,1691,37,864.0,21.213203435596427,1683.5,856.5,29.5,1676,849.0,22,1,1,1,212,1683.5,856.5,29.5,65,90,11,1682,856.5,31,90,1,1,1
96,97,147,1707,25,1696,1717,14,35,22,22,14444,18,26,6923,2769,4679,3037,206,19,54,23,7,34,146,211,205,236,31,198,13,7,11.991341445914951,1707,25,86.8134329849937,26,18,22.0,21.633307652783937,45.0,45.0,1707,25,4.949747468305833,0,1717,35,876.0,29.698484809834994,1706.5,865.5,24.5,1696,855.0,14,1,1,1,211,1706.5,865.5,24.5,147,146,34,1707,866.0,25,146,1,1,1
97,98,49,1212,38,1208,1216,32,44,9,13,18571,7,13,5384,3692,6856,4188,70,19,18,17,7,34,90,212,205,232,27,195,17,10,178.4956081651191,1212,38,207.36177960759952,13,7,10.0,9.539392014169456,56.309932474020215,56.309932474020215,1212,38,2.4037008503093262,0,1216,44,630.0,14.422205101855956,1212.0,625.0,38.0,1208,620.0,32,1,1,1,212,1212.0,625.0,38.0,49,90,34,1212,625.0,38,90,1,1,1
98,99,35,463,38,458,469,34,46,12,13,17500,8,14,5714,2274,3979,2243,60,16,19,13,5,34,113,221,215,234,19,206,15,9,0.5947445152180493,463,38,221.17185683826938,14,8,11.0,10.583005244258363,47.48955292199916,47.48955292199916,463,38,2.7338540395721416,0,469,46,257.5,16.278820596099706,463.5,251.75,40.0,458,246.0,34,1,1,1,221,463.5,251.75,40.0,35,113,34,463,250.5,38,113,1,1,1
99,100,141,1041,32,1034,1050,26,40,17,15,13571,14,19,7368,4973,7543,5529,114,29,20,17,12,79,124,224,215,243,28,208,16,7,179.0237978751396,1041,32,221.50796421986806,19,14,16.5,16.30950643030009,41.18592516570965,41.18592516570965,1041,32,3.543523172680864,0,1050,40,545.0,21.2602916254693,1042.0,537.5,33.0,1034,530.0,26,1,1,1,224,1042.0,537.5,33.0,141,124,79,1041,536.5,32,124,1,1,1
100,101,136,1792,37,1783,1805,30,43,23,14,16428,14,23,6086,3273,5622,4223,166,21,40,22,8,79,90,212,205,235,30,199,13,6,0.5314462186291027,1792,37,316.1700951640726,23,14,18.5,17.944358444926362,30.579226872489016,30.579226872489016,1792,37,4.2865958857112885,0,1805,43,924.0,25.553864678361276,1794.0,915.25,36.5,1783,906.5,30,1,1,1,212,1794.0,915.25,36.5,136,90,79,1792,914.5,37,90,1,1,1
101,102,42,646,40,643,650,36,45,8,10,14285,7,10,7000,5348,7639,5250,50,21,12,14,8,11,90,213,205,235,30,197,16,8,1.0560601702325652,646,40,238.51117959883766,10,7,8.5,8.366600265340756,52.1250163489018,52.1250163489018,646,40,1.900520706238808,0,650,45,347.5,11.40175425099138,646.5,343.5,40.5,643,339.5,36,1,1,1,213,646.5,343.5,40.5,42,90,11,646,343.0,40,90,1,1,1
102,103,64,931,34,923,938,26,39,16,14,11428,14,16,8750,3183,3880,2857,94,18,26,15,6,23,90,209,205,217,12,199,10,6,173.30162666365257,931,34,56.21716374076974,16,14,15.0,14.966629547095765,40.91438322002513,40.91438322002513,931,34,3.319338961004565,0,938,39,488.5,19.849433241279208,930.5,481.5,32.5,923,474.5,26,1,1,1,209,930.5,481.5,32.5,64,90,23,931,482.5,34,90,1,1,1
103,104,36,983,39,978,987,36,43,10,8,14285,7,10,7000,4584,6548,4500,54,18,15,15,6,101,90,221,215,243,28,204,17,11,174.20612149300428,983,39,72.04084911131378,10,7,8.5,8.366600265340756,37.874983651098205,37.874983651098205,983,39,1.9146343573896136,0,987,43,515.0,11.40175425099138,982.5,511.0,39.5,978,507.0,36,1,1,1,221,982.5,511.0,39.5,36,90,101,983,511.0,39,90,1,1,1
104,105,37,1363,37,1359,1370,34,41,12,8,26000,5,13,3846,2788,7248,3854,54,18,15,15,6,68,158,210,205,222,17,198,12,7,179.05470033595668,1363,37,78.16848015361221,13,5,9.0,8.06225774829855,32.47119229084849,32.47119229084849,1363,37,2.1770429580497583,0,1370,41,705.5,13.038404810405298,1364.5,701.0,37.5,1359,696.5,34,1,1,1,210,1364.5,701.0,37.5,37,158,68,1363,700.0,37,158,1,1,1
105,106,35,1452,38,1449,1455,35,42,7,8,13333,6,8,7500,6963,10610,6250,32,26,6,11,10,124,45,212,205,225,20,195,17,10,0.41178026287720965,1452,38,97.16827772777208,8,6,7.0,6.928203230275509,49.398705354995535,49.398705354995535,1452,38,1.5404401145198807,0,1455,42,748.5,9.219544457292887,1452.0,745.25,38.5,1449,742.0,35,1,1,1,212,1452.0,745.25,38.5,35,45,124,1452,745.0,38,45,1,1,1
106,107,40,958,36,954,964,30,42,11,13,13000,10,13,7692,3014,4630,2797,66,17,19,14,6,11,68,219,215,234,19,208,11,7,0.730898174337591,958,36,102.17014235040517,13,10,11.5,11.40175425099138,50.19442890773481,50.19442890773481,958,36,2.616063987527758,0,964,42,503.0,15.620499351813308,959.0,497.5,36.0,954,492.0,30,1,1,1,219,959.0,497.5,36.0,40,68,11,958,497.0,36,68,1,1,1
107,108,36,1077,38,1073,1083,33,43,11,11,21666,6,13,4615,2712,6366,2975,62,16,19,16,5,146,45,218,215,228,13,209,9,6,179.55330060412922,1077,38,38.33688499152239,13,6,9.5,8.831760866327848,45.0,45.0,1077,38,2.3688956522232503,0,1083,43,563.0,14.142135623730951,1078.0,558.0,38.0,1073,553.0,33,1,1,1,218,1078.0,558.0,38.0,36,45,146,1077,557.5,38,45,1,1,1
108,109,36,1188,39,1182,1194,37,45,13,9,16250,8,13,6153,2712,4775,3076,60,17,18,14,6,79,90,209,206,222,16,200,9,6,179.3944508513092,1188,39,125.33421407397266,13,8,10.5,10.198039027185569,33.690067525979785,33.690067525979785,1188,39,2.4683061157625548,0,1194,45,619.5,14.422205101855956,1188.0,614.5,41.0,1182,609.5,37,1,1,1,209,1188.0,614.5,41.0,36,90,79,1188,613.5,39,90,1,1,1
109,110,40,1829,38,1824,1837,34,41,14,8,25000,6,15,4000,2264,5659,3571,58,18,16,13,6,101,11,229,225,237,12,217,12,8,0.14013404605412144,1829,38,295.0002038167393,15,6,10.5,9.486832980505138,28.30075576600638,28.30075576600638,1829,38,2.491187997125063,0,1837,41,939.0,14.7648230602334,1830.5,934.0,37.5,1824,929.0,34,1,1,1,229,1830.5,934.0,37.5,40,11,101,1829,933.5,38,11,1,1,1
110,111,238,700,37,689,716,23,52,28,30,17894,19,34,5588,2621,4691,2833,272,22,62,25,8,34,124,211,205,243,38,200,11,5,179.70901840427635,700,37,267.6674392872332,34,19,26.5,25.41653005427767,47.04540848888723,47.04540848888723,700,37,6.622701002371028,0,716,52,384.0,39.6232255123179,702.5,370.0,37.5,689,356.0,23,1,1,1,211,702.5,370.0,37.5,238,124,34,700,368.5,37,124,1,1,1
111,112,106,223,39,212,230,32,47,19,16,12666,15,19,7894,3739,4999,3486,140,20,35,20,7,101,90,221,215,240,25,207,14,8,0.35959850322037745,223,39,319.5012196417165,19,15,17.0,16.881943016134134,39.80557109226519,39.80557109226519,223,39,3.9447584371899915,0,230,47,138.5,23.430749027719962,221.0,130.25,39.5,212,122.0,32,1,1,1,221,221.0,130.25,39.5,106,90,101,223,131.0,39,90,1,1,1
112,113,44,1663,42,1655,1668,39,47,14,9,17500,8,14,5714,2858,5002,3492,74,16,23,16,5,79,90,210,205,226,21,198,12,7,178.25948805172138,1663,42,257.6742615548426,14,8,11.0,10.583005244258363,31.6075022462489,31.6075022462489,1663,42,2.6025119261971676,0,1668,47,857.5,15.264337522473747,1661.5,852.25,43.0,1655,847.0,39,1,1,1,210,1661.5,852.25,43.0,44,90,79,1663,852.5,42,90,1,1,1
113,114,117,1769,39,1761,1777,32,46,17,15,13076,13,17,7647,5155,6741,4588,140,21,33,23,8,56,90,212,205,237,32,197,15,8,177.96367454520157,1769,39,40.67434457888169,17,13,15.0,14.866068747318506,41.18592516570965,41.18592516570965,1769,39,3.5433819375782165,0,1777,46,911.5,21.2602916254693,1769.0,904.0,39.0,1761,896.5,32,1,1,1,212,1769.0,904.0,39.0,117,90,56,1769,904.0,39,90,1,1,1
114,115,77,1907,40,1898,1918,34,46,21,13,31428,7,22,3181,2026,6366,2820,78,24,16,13,9,113,11,211,205,232,27,200,11,5,0.5768793362441393,1907,40,200.16797607239832,22,7,14.5,12.409673645990857,30.96375653207352,30.96375653207352,1907,40,3.891102985422273,0,1918,46,982.0,23.323807579381203,1908.0,974.0,40.0,1898,966.0,34,1,1,1,211,1908.0,974.0,40.0,77,11,113,1907,973.5,40,11,1,1,1
115,116,63,844,43,838,851,37,50,14,14,14000,10,14,7142,4093,6170,3214,90,19,24,18,7,124,90,221,215,244,29,207,14,8,0.16169979509735816,844,43,285.5007055489244,14,10,12.0,11.832159566199232,45.0,45.0,844,43,3.064129385141706,0,851,50,450.5,18.384776310850235,844.5,444.0,43.5,838,437.5,37,1,1,1,221,844.5,444.0,43.5,63,90,124,844,443.5,43,90,1,1,1
116,117,52,1494,43,1490,1502,39,50,13,12,15555,9,14,6428,3378,5659,3333,82,17,24,17,6,45,124,209,205,224,19,199,10,6,175.23635830927395,1494,43,128.4026576313205,14,9,11.5,11.224972160321824,42.510447078000844,42.510447078000844,1494,43,2.7145000103711716,0,1502,50,776.0,16.278820596099706,1496.0,770.25,44.5,1490,764.5,39,1,1,1,209,1496.0,770.25,44.5,52,124,45,1494,768.5,43,124,1,1,1
117,118,274,1614,33,1597,1634,23,45,38,23,17272,22,38,5789,2416,4173,3135,304,23,66,25,9,101,90,211,205,242,37,198,13,7,173.17624728555074,1614,33,66.43262396006422,38,22,30.0,28.91366458960192,30.7354877019201,30.7354877019201,1614,33,7.174481750449537,0,1634,45,839.5,43.04648650006177,1615.5,824.75,34.0,1597,810.0,23,1,1,1,211,1615.5,824.75,34.0,274,90,101,1614,823.5,33,90,1,1,1
118,119,77,1892,43,1883,1902,39,48,20,10,22222,9,20,4500,2451,5447,3850,100,20,25,17,7,79,90,208,205,223,18,199,9,6,2.0601110237229676,1892,43,328.86329966207705,20,9,14.5,13.416407864998739,25.34617594194669,25.34617594194669,1892,43,3.5048662815491753,0,1902,48,975.0,21.02379604162864,1892.5,968.0,43.5,1883,961.0,39,1,1,1,208,1892.5,968.0,43.5,77,90,79,1892,967.5,43,90,1,1,1
119,120,82,197,43,189,207,39,49,19,11,17272,11,19,5789,2892,4995,3923,110,19,29,18,7,90,90,220,215,235,20,209,11,6,0.4204017390364782,197,43,441.50428016601035,19,11,15.0,14.45683229480096,29.054604099077146,29.054604099077146,197,43,3.43436261661496,0,207,49,128.0,20.591260281974,198.0,121.0,44.0,189,114.0,39,1,1,1,220,198.0,121.0,44.0,82,90,90,197,120.0,43,90,1,1,1
